"TERYT","POPULACJA","YEAR","APPROX_PERCENTAGE"
"040501",12953,2005,0.634280742459396
"040502",4022,2005,0.300546448087431
"040502",4022,2005,0.699453551912569
"040503",8411,2005,0.285631852279284
"040503",8411,2005,0.714368147720716
"040504",11579,2005,0.423131672597863
"040504",11579,2005,0.576868327402137
"040505",3991,2005,0.278571428571429
"040505",3991,2005,0.721428571428571
"040506",4445,2005,0.244776119402985
"040506",4445,2005,0.755223880597015
"040601",11845,2005,0.422162404665769
"040601",11845,2005,0.577837595334231
"040602",6527,2005,0.333104395604395
"040602",6527,2005,0.666895604395605
"040603",8348,2005,0.398800599700149
"040603",8348,2005,0.601199400299851
"040604",4926,2005,0.286219081272085
"040604",4926,2005,0.713780918727915
"040605",4205,2005,0.366230677764566
"040605",4205,2005,0.633769322235434
"040606",4365,2005,0.362755651237891
"040606",4365,2005,0.637244348762109
"040701",75938,2005,0.568608459019418
"040701",75938,2005,0.431391540980582
"040702",5153,2005,0.425206124852768
"040702",5153,2005,0.574793875147231
"040703",14941,2005,0.474681476641622
"040703",14941,2005,0.525318523358378
"040704",11346,2005,0.486990459670424
"040704",11346,2005,0.513009540329576
"040705",13653,2005,0.532959789057351
"040705",13653,2005,0.467040210942649
"040706",20018,2005,0.370099095217578
"040706",20018,2005,0.629900904782422
"040707",9977,2005,0.467376830892145
"040707",9977,2005,0.532623169107855
"040708",4768,2005,0.403241182078169
"040708",4768,2005,0.596758817921831
"040709",9171,2005,0.495194739504299
"040709",9171,2005,0.504805260495701
"040801",15020,2005,0.463064474027668
"040801",15020,2005,0.536935525972332
"040802",3121,2005,0.37987987987988
"040802",3121,2005,0.62012012012012
"040803",3037,2005,0.283630470016207
"040803",3037,2005,0.716369529983793
"040804",8003,2005,0.400221116639028
"040804",8003,2005,0.599778883360972
"040805",7336,2005,0.516959798994975
"040805",7336,2005,0.483040201005025
"040806",11692,2005,0.397920604914933
"040806",11692,2005,0.602079395085067
"040807",7824,2005,0.456198347107438
"040807",7824,2005,0.543801652892562
"040808",4698,2005,0.622748815165877
"040808",4698,2005,0.377251184834123
"040809",6806,2005,0.431082981715893
"040809",6806,2005,0.568917018284107
"040901",4720,2005,0.492929292929293
"040901",4720,2005,0.507070707070707
"040902",5084,2005,0.475327291037261
"040902",5084,2005,0.524672708962739
"040903",25086,2005,0.509346540980987
"040903",25086,2005,0.490653459019013
"040904",12039,2005,0.496622822609315
"040904",12039,2005,0.503377177390685
"041001",13696,2005,0.543083525916143
"041001",13696,2005,0.456916474083857
"041002",9341,2005,0.409859835669405
"041002",9341,2005,0.590140164330595
"041003",32623,2005,0.513070396698005
"041003",32623,2005,0.486929603301995
"041004",7308,2005,0.482426303854875
"041004",7308,2005,0.517573696145125
"041005",23998,2005,0.549852289512555
"041005",23998,2005,0.450147710487445
"041101",5912,2005,0.538961038961039
"041101",5912,2005,0.461038961038961
"041102",3646,2005,0.389172625127681
"041102",3646,2005,0.610827374872319
"041103",5568,2005,0.54753131908622
"041103",5568,2005,0.45246868091378
"041104",8055,2005,0.370528563801388
"041104",8055,2005,0.629471436198613
"041105",9564,2005,0.407100046104195
"041105",9564,2005,0.592899953895805
"041106",4484,2005,0.380676328502415
"041106",4484,2005,0.619323671497585
"041107",5010,2005,0.368065967016492
"041107",5010,2005,0.631934032983508
"041201",16874,2005,0.510813352139163
"041201",16874,2005,0.489186647860837
"041202",5409,2005,0.39177657098526
"041202",5409,2005,0.60822342901474
"041203",4858,2005,0.469478357380688
"041203",4858,2005,0.530521642619312
"041204",7399,2005,0.449230769230769
"041204",7399,2005,0.550769230769231
"041205",6211,2005,0.493617021276596
"041205",6211,2005,0.506382978723404
"041206",4122,2005,0.353089533417402
"041206",4122,2005,0.646910466582598
"041301",7031,2005,0.285714285714286
"041301",7031,2005,0.714285714285714
"041302",16119,2005,0.47621607094867
"041302",16119,2005,0.52378392905133
"041303",5173,2005,0.424466338259442
"041303",5173,2005,0.575533661740558
"041304",13360,2005,0.453026481715008
"041304",13360,2005,0.546973518284992
"041401",5208,2005,0.432599118942731
"041401",5208,2005,0.567400881057269
"041402",7182,2005,0.518855656697009
"041402",7182,2005,0.481144343302991
"041403",5076,2005,0.438829787234043
"041403",5076,2005,0.561170212765957
"041404",7977,2005,0.441860465116279
"041404",7977,2005,0.558139534883721
"041405",4226,2005,0.443743427970557
"041405",4226,2005,0.556256572029443
"041406",10805,2005,0.460678985818653
"041406",10805,2005,0.539321014181347
"041407",5409,2005,0.54006968641115
"041407",5409,2005,0.45993031358885
"041408",9602,2005,0.467939972714869
"041408",9602,2005,0.532060027285131
"041409",34294,2005,0.526061320754717
"041409",34294,2005,0.473938679245283
"041410",3534,2005,0.437974683544304
"041410",3534,2005,0.562025316455696
"041411",6629,2005,0.513803680981595
"041411",6629,2005,0.486196319018405
"041501",15189,2005,0.570175438596492
"041501",15189,2005,0.429824561403508
"041502",9674,2005,0.364376590330789
"041502",9674,2005,0.635623409669211
"041503",8894,2005,0.395511921458625
"041503",8894,2005,0.604488078541375
"041504",18656,2005,0.374838543012142
"041504",18656,2005,0.625161456987858
"041505",6385,2005,0.40990371389271
"041505",6385,2005,0.59009628610729
"041506",9223,2005,0.422826729745713
"041506",9223,2005,0.577173270254287
"041507",13197,2005,0.369505494505494
"041507",13197,2005,0.630494505494506
"041508",4722,2005,0.4853228962818
"041508",4722,2005,0.5146771037182
"041509",12758,2005,0.462843295638127
"041509",12758,2005,0.537156704361873
"041601",6604,2005,0.554574132492114
"041601",6604,2005,0.445425867507886
"041602",5270,2005,0.508990318118948
"041602",5270,2005,0.491009681881051
"041603",4487,2005,0.430649854510184
"041603",4487,2005,0.569350145489816
"041604",5840,2005,0.434782608695652
"041604",5840,2005,0.565217391304348
"041605",5581,2005,0.592365371506476
"041605",5581,2005,0.407634628493524
"041606",20405,2005,0.590647021140295
"041606",20405,2005,0.409352978859705
"041701",14194,2005,0.550724637681161
"041701",14194,2005,0.449275362318839
"041702",3244,2005,0.370666666666667
"041702",3244,2005,0.629333333333333
"041703",4290,2005,0.287788215200683
"041703",4290,2005,0.712211784799317
"041704",4949,2005,0.497607655502392
"041704",4949,2005,0.502392344497608
"041705",8609,2005,0.36857142857143
"041705",8609,2005,0.63142857142857
"041801",3541,2005,0.622965641952984
"041801",3541,2005,0.377034358047016
"041802",3566,2005,0.395693135935397
"041802",3566,2005,0.604306864064603
"041803",3565,2005,0.436024844720496
"041803",3565,2005,0.563975155279504
"041804",11647,2005,0.484957882069797
"041804",11647,2005,0.515042117930203
"041805",8122,2005,0.487421383647799
"041805",8122,2005,0.512578616352201
"041806",6256,2005,0.350073855243722
"041806",6256,2005,0.649926144756278
"041807",9527,2005,0.43436754176611
"041807",9527,2005,0.56563245823389
"041808",7933,2005,0.33500557413601
"041808",7933,2005,0.66499442586399
"041809",4015,2005,0.350895679662803
"041809",4015,2005,0.649104320337197
"041810",4678,2005,0.344433872502379
"041810",4678,2005,0.655566127497621
"041811",7603,2005,0.244736842105263
"041811",7603,2005,0.755263157894737
"041812",9940,2005,0.471428571428573
"041812",9940,2005,0.528571428571427
"041813",6952,2005,0.425070028011204
"041813",6952,2005,0.574929971988796
"041901",15043,2005,0.511780495079033
"041901",15043,2005,0.488219504920967
"041902",5306,2005,0.451263537906137
"041902",5306,2005,0.548736462093863
"041903",9306,2005,0.583988894030542
"041903",9306,2005,0.416011105969459
"041904",9748,2005,0.435459568056254
"041904",9748,2005,0.564540431943746
"041905",6935,2005,0.427816901408451
"041905",6935,2005,0.572183098591549
"041906",24665,2005,0.517903397836355
"041906",24665,2005,0.482096602163645
"046101",363020,2005,0.546672301203186
"046101",363020,2005,0.453327698796814
"046201",98438,2005,0.522638878696706
"046201",98438,2005,0.477361121303294
"046301",204921,2005,0.550280298214182
"046301",204921,2005,0.449719701785818
"046401",116345,2005,0.528033589923023
"046401",116345,2005,0.471966410076977
"100101",60222,2005,0.433293111589109
"100101",60222,2005,0.566706888410891
"100102",10294,2005,0.310428455941794
"100102",10294,2005,0.689571544058206
"100103",5072,2005,0.348602484472049
"100103",5072,2005,0.651397515527951
"100104",4839,2005,0.3515625
"100104",4839,2005,0.6484375
"100105",4188,2005,0.299043062200957
"100105",4188,2005,0.700956937799043
"100106",5219,2005,0.140851449275363
"100106",5219,2005,0.859148550724637
"100107",7983,2005,0.276067983463482
"100107",7983,2005,0.723932016536518
"100108",15188,2005,0.344464775846295
"100108",15188,2005,0.655535224153705
"100201",46177,2005,0.50249835634451
"100201",46177,2005,0.49750164365549
"100202",5867,2005,0.573729240060392
"100202",5867,2005,0.426270759939607
"100203",2014,2005,0.173981191222571
"100203",2014,2005,0.82601880877743
"100204",8886,2005,0.402777777777778
"100204",8886,2005,0.597222222222222
"100205",4420,2005,0.334975369458128
"100205",4420,2005,0.665024630541872
"100206",8651,2005,0.337332053742802
"100206",8651,2005,0.662667946257198
"100207",2567,2005,0.424870466321244
"100207",2567,2005,0.575129533678757
"100208",3716,2005,0.371076233183857
"100208",3716,2005,0.628923766816143
"100209",2687,2005,0.280160857908847
"100209",2687,2005,0.719839142091153
"100210",4114,2005,0.341379310344828
"100210",4114,2005,0.658620689655172
"100211",12690,2005,0.530345211581292
"100211",12690,2005,0.469654788418708
"100301",4979,2005,0.434276206322795
"100301",4979,2005,0.565723793677205
"100302",28457,2005,0.518987341772152
"100302",28457,2005,0.481012658227848
"100303",6387,2005,0.44234180958013
"100303",6387,2005,0.55765819041987
"100304",7664,2005,0.384937238493724
"100304",7664,2005,0.615062761506276
"100305",3238,2005,0.425383542538354
"100305",3238,2005,0.574616457461646
"100401",15000,2005,0.596760622633572
"100401",15000,2005,0.403239377366428
"100402",4078,2005,0.376902417188899
"100402",4078,2005,0.623097582811101
"100403",4490,2005,0.286624203821656
"100403",4490,2005,0.713375796178344
"100404",6335,2005,0.51063829787234
"100404",6335,2005,0.48936170212766
"100405",8548,2005,0.338786052518295
"100405",8548,2005,0.661213947481705
"100406",6305,2005,0.338827838827839
"100406",6305,2005,0.661172161172161
"100407",4101,2005,0.329861111111111
"100407",4101,2005,0.670138888888889
"100408",3472,2005,0.39917695473251
"100408",3472,2005,0.60082304526749
"100501",29770,2005,0.544584690553746
"100501",29770,2005,0.455415309446254
"100502",5753,2005,0.533546325878594
"100502",5753,2005,0.466453674121406
"100503",3060,2005,0.483076923076923
"100503",3060,2005,0.516923076923077
"100504",4654,2005,0.54675118858954
"100504",4654,2005,0.45324881141046
"100505",3591,2005,0.368700265251989
"100505",3591,2005,0.631299734748011
"100506",4432,2005,0.387427838357922
"100506",4432,2005,0.612572161642078
"100507",7547,2005,0.509628933771724
"100507",7547,2005,0.490371066228276
"100508",6803,2005,0.416280608868299
"100508",6803,2005,0.583719391131701
"100509",9373,2005,0.435887412040657
"100509",9373,2005,0.564112587959343
"100510",6013,2005,0.663341645885287
"100510",6013,2005,0.336658354114713
"100602",12834,2005,0.412318220701453
"100602",12834,2005,0.587681779298547
"100603",6081,2005,0.390536723163841
"100603",6081,2005,0.609463276836159
"100607",23632,2005,0.47687535250987
"100607",23632,2005,0.52312464749013
"100608",4345,2005,0.478494623655914
"100608",4345,2005,0.521505376344086
"100610",9682,2005,0.450151057401814
"100610",9682,2005,0.549848942598186
"100611",12097,2005,0.386662766890904
"100611",12097,2005,0.613337233109096
"100701",6038,2005,0.535891089108911
"100701",6038,2005,0.464108910891089
"100702",10919,2005,0.36966551326413
"100702",10919,2005,0.63033448673587
"100703",4718,2005,0.443502824858757
"100703",4718,2005,0.556497175141243
"100704",35435,2005,0.409066666666666
"100704",35435,2005,0.590933333333334
"100705",4458,2005,0.484788359788359
"100705",4458,2005,0.515211640211641
"100706",3311,2005,0.431616341030195
"100706",3311,2005,0.568383658969805
"100707",7546,2005,0.397127165188001
"100707",7546,2005,0.602872834811999
"100708",6097,2005,0.367972742759796
"100708",6097,2005,0.632027257240204
"100801",17762,2005,0.559583494022368
"100801",17762,2005,0.440416505977632
"100802",68922,2005,0.526542450342767
"100802",68922,2005,0.473457549657233
"100803",4339,2005,0.306363636363636
"100803",4339,2005,0.693636363636364
"100804",7293,2005,0.4435
"100804",7293,2005,0.5565
"100805",7515,2005,0.455150976909414
"100805",7515,2005,0.544849023090586
"100806",7749,2005,0.409638554216867
"100806",7749,2005,0.590361445783133
"100807",6436,2005,0.445161290322581
"100807",6436,2005,0.554838709677419
"100901",12969,2005,0.358447488584475
"100901",12969,2005,0.641552511415525
"100902",4247,2005,0.432931726907631
"100902",4247,2005,0.56706827309237
"100903",4812,2005,0.380563124432334
"100903",4812,2005,0.619436875567666
"100904",11778,2005,0.407178217821782
"100904",11778,2005,0.592821782178218
"100905",4864,2005,0.22890559732665
"100905",4864,2005,0.77109440267335
"100906",4874,2005,0.537660256410256
"100906",4874,2005,0.462339743589744
"100907",4742,2005,0.316953316953317
"100907",4742,2005,0.683046683046683
"100908",4591,2005,0.325798908807482
"100908",4591,2005,0.674201091192518
"101001",4408,2005,0.289328063241107
"101001",4408,2005,0.710671936758893
"101002",4081,2005,0.457698815566836
"101002",4081,2005,0.542301184433164
